x,y,r,g,b,radius
492.48,251.46,190,175,139,4.45375
22.4034,506.299,222,233,133,3.57631
297.195,522.392,234,138,103,3.66405
329.582,386.888,179,248,214,3.58826
770.075,84.3128,188,124,250,3.00714
268.499,458.409,182,191,182,3.78852
174.012,469.709,108,222,101,3.25075
282.947,532.795,229,172,110,4.59973
696.812,196.188,156,145,159,4.03931
669.734,507.81,145,129,249,4.81708
169.275,525.877,245,237,208,3.27241
107.558,389.177,206,172,197,3.03821
667.235,110.907,115,161,214,4.41915
125.873,225.567,178,228,240,3.1684
790.934,78.2846,129,239,252,3.83858
728.981,393.209,196,159,203,3.86653
327.005,441.634,103,111,160,3.73284
161.846,162.923,223,164,153,3.90381
595.065,378.131,136,200,209,4.34834
722.73,265.652,115,118,175,3.30617
748.389,518.018,225,181,188,4.45296
110.943,439.31,246,146,255,4.2677
683.14,258.704,177,184,253,4.80804
319.329,183.064,217,218,164,3.41095
313.563,9.51621,137,253,182,3.73998
249.663,494.147,248,207,252,3.70593
165.246,26.2005,241,130,134,3.07178
185.325,232.339,170,177,126,4.10671
789.074,461.679,235,201,244,3.91438
390.238,92.4182,109,105,128,3.16368
173.941,529.613,178,162,252,3.03751
499.717,196.882,137,235,116,3.39265
598.234,75.344,161,162,155,3.64256
139.436,291.959,136,220,238,4.96777
718.115,519.657,203,153,255,4.70452
499.423,581.687,136,244,133,3.38503
748.093,501.828,165,219,235,4.57469
234.381,579.69,235,243,192,3.99878
429.372,247.06,157,145,121,4.39175
515.985,340.319,186,223,121,4.8267
114.868,444.921,191,235,129,4.92874
624.332,464.191,211,156,167,4.87991
562.677,424.921,161,151,200,3.5426
354.286,457.247,152,174,190,4.887
500.763,565.322,120,251,133,4.51135
71.7211,108.22,206,242,203,3.54788
594.984,389.383,153,250,171,4.23315
345.307,190.011,163,156,232,4.2393
120.767,241.338,226,202,228,3.85252
200.877,215.923,181,135,176,4.41265
323.524,232.583,112,109,205,4.58736
129.259,574.077,179,189,129,3.37284
65.2166,51.2588,113,227,147,4.27983
88.2998,433.166,229,112,171,4.21046
753.414,212.288,198,174,158,3.85392
678.531,521.178,175,189,174,3.41838
658.312,26.5951,105,183,187,4.82969
393.087,558.547,117,225,222,3.97382
117.224,114.77,229,139,146,4.43775
745.975,341.041,184,140,242,3.43398
633.567,429.229,127,206,243,3.08756
700.449,174.193,194,188,243,3.90568
358.195,165.645,236,182,222,4.7598
341.82,11.068,232,209,156,4.64841
236.612,292.817,113,152,103,3.71319
286.713,375.067,137,211,179,3.0449
629.232,227.412,109,130,168,4.09166
23.5238,376.235,215,180,217,4.94098
772.927,32.0001,102,254,184,3.04545
206.971,246.941,104,223,109,4.13753
472.408,29.8271,164,150,186,4.57965
572.928,525.7,107,101,249,4.18614
755.278,80.8569,152,161,148,3.48075
105.378,190.888,254,243,117,4.49784
377.56,313.722,172,207,196,3.74165
370.889,281.331,142,178,245,4.84798
433.387,434.32,211,112,154,3.81865
38.3049,523.048,168,160,199,4.3993
74.2992,25.0459,131,137,169,4.30161
78.3132,159.929,169,216,113,3.17494
273.384,366.382,248,196,164,3.65548
554.354,527.065,144,199,255,3.76
560.802,479.955,157,230,193,4.71068
245.605,336.413,206,182,128,4.42813
552.818,477.446,167,181,224,4.34428
414.873,196.288,168,209,154,4.19683
28.9932,481.004,164,144,150,4.53317
87.5138,589.18,163,138,160,3.61821
30.2281,307.337,125,188,185,3.83894
111.354,285.944,240,187,117,4.589
283.429,569.935,211,216,164,4.17991
431.3,116.161,101,100,152,3.99048
330.439,26.757,223,120,103,3.06431
419.716,446.878,165,170,169,4.46909
146.173,166.784,182,138,117,3.27372
248.185,267.547,140,143,114,3.42415
566.624,114.869,118,228,196,4.71342
52.1585,363.817,138,156,199,4.83329
351.803,406.47,150,243,202,4.3602
251.622,506.192,175,171,162,3.4671
239.594,188.479,136,117,142,3.8517
22.9479,16.424,178,123,227,4.08491
322.028,386.742,253,171,243,3.78091
733.778,442.674,225,164,200,3.48538
523.03,174.763,243,201,170,4.97057
582.824,238.959,106,160,188,3.06066
536.544,94.9684,197,113,222,3.33232
98.8342,305.948,238,177,119,4.5571
415.055,185.629,135,138,106,4.27703
163.704,287.119,200,116,105,4.80403
59.0532,375.714,127,108,110,4.38003
347.946,546.776,126,117,153,4.28345
97.8904,477.582,248,170,134,3.25538
680.077,140.057,115,185,243,4.53351
582.111,160.383,245,156,240,4.47507
770.564,110.927,148,100,129,4.16594
767.23,190.351,195,228,200,3.21514
307.372,110.386,243,227,138,3.90669
43.5016,170.197,133,127,145,3.75707
312.311,359.701,201,134,151,3.22269
61.7992,191.492,105,206,223,4.29375
294.101,297.072,139,158,153,4.17146
645.34,225.924,175,189,139,4.66274
69.596,476.61,172,126,207,4.25008
55.524,377.157,219,181,116,3.06177
442.267,136.91,192,143,221,4.12841
654.734,529.962,240,107,153,3.68374
13.8155,365.305,226,158,166,3.38115
650.433,115.594,185,194,125,3.87628
112.945,458.618,242,163,100,3.6357
55.5226,340.488,165,118,104,4.91195
48.4137,575.544,245,160,252,4.78069
334.095,36.5902,210,166,114,4.82631
720.224,228.719,251,118,251,3.97316
276.062,575.486,144,170,248,4.99564
741.295,38.7855,203,237,243,3.27036
170.879,264.639,139,243,107,4.53331
222.741,254.663,181,189,252,4.03746
653.171,292.075,105,246,121,3.11731
237.511,505.13,228,206,109,3.25648
319.643,525.117,101,110,211,3.67084
57.7866,556.462,129,162,140,4.72143
199.258,555.256,241,158,139,3.92298
457.876,267.064,153,177,106,3.07432
93.51,100.091,145,170,178,3.59358
15.035,29.1573,182,210,174,4.69215
380.097,57.6009,224,191,135,3.68679
541.64,118.55,107,215,148,3.93671
372.77,96.9854,108,129,219,4.06949
655.124,298.683,213,200,166,3.62817
160.345,479.941,173,210,244,4.82974
514.327,552.525,209,101,250,3.5677
518.682,391.612,169,139,165,3.90851
437.456,59.6826,231,222,238,3.30065
142.472,474.533,231,152,221,4.4111
382.838,167.761,125,231,241,4.40233
104.815,395.567,170,162,152,3.23515
283.797,103.119,127,106,112,3.03848
250.96,245.022,116,144,149,4.35078
267.973,157.8,251,215,117,4.23024
270.059,297.561,244,205,234,4.59616
380.328,449.913,207,130,184,3.95299
110.123,185.866,191,236,147,3.43817
499.049,350.262,175,139,203,3.50367
687.511,360.841,144,102,133,3.41826
571.655,581.594,180,100,236,4.23588
729.382,130.727,216,227,134,3.08757
536.133,283.643,113,242,229,3.75274
239.166,154.842,124,109,222,4.28843
787.586,14.7513,153,187,122,3.12435
456.111,351.239,210,151,208,4.68841
522.149,241.817,204,173,157,4.83669
771.948,446.125,233,120,199,3.47242
204.588,181.326,178,219,187,3.84682
347.306,213.007,177,171,170,3.52674
488.271,58.0583,143,239,236,3.67741
297.983,112.882,251,185,248,4.48811
503.714,34.3849,190,199,100,3.02982
552.253,30.9262,137,165,186,3.31317
175.809,88.0332,120,215,112,3.02133
496.472,219.72,106,153,231,3.70835
582.565,537.697,196,181,217,4.06679
659.411,175.313,164,176,105,4.59063
13.7122,115.688,160,162,190,3.20206
521.146,467.17,227,101,122,4.83479
486.469,53.6768,203,116,232,4.03238
412.746,245.399,225,167,165,3.94229
568.657,41.1963,227,237,187,3.10445
626.394,449.41,149,117,203,3.71991
455.04,363.574,201,137,173,3.06409
742.175,202.464,150,149,203,4.30278
174.91,396.872,117,206,147,4.41432
119.889,442.044,104,117,146,3.64308
633.432,336.732,140,255,182,4.39487
652.678,120.867,232,203,126,4.29194
64.8666,420.214,207,138,198,3.34736
453.679,265.223,250,145,155,3.06885
81.8273,378.627,197,213,221,3.91951
760.443,314.438,151,126,104,4.11394
341.75,417.15,131,207,173,3.9606
131.257,67.4764,213,196,180,3.28645
43.6695,314.109,160,255,237,4.8459
137.409,334.167,181,142,104,3.94867
550.014,516.834,254,182,106,4.38986
231.105,351.167,171,216,120,4.2106
233.379,420.341,254,210,176,3.64048
406.077,231.535,252,106,183,4.78384
181.356,102.361,156,255,152,3.5141
310.277,529.988,155,190,255,3.23911
721.124,466.421,119,181,204,4.88063
516.842,338.726,177,121,203,4.29002
411.826,67.5334,127,205,119,3.12096
432.514,206.373,213,146,196,4.01881
173.912,399.018,226,243,103,4.0534
553.58,590.213,220,249,147,3.48964
621.174,562.855,186,152,151,4.23851
541.025,478.794,251,116,255,3.39944
60.8454,542.714,173,181,233,3.37473
521.677,359.991,207,188,143,4.2943
127.84,60.7279,106,221,220,3.33416
389.862,390.303,241,101,137,3.9123
664.505,438.712,157,252,232,4.98927
202.131,419.284,247,171,156,4.28676
442.032,188.529,218,161,166,4.19564
393.324,473.387,113,107,120,4.57262
457.299,360.757,147,251,207,4.19576
749.423,490.066,119,197,142,3.76111
476.642,171.176,194,209,128,3.89851
102.382,182.057,120,116,237,3.43114
722.717,453.468,145,169,128,3.96197
559.619,52.3636,245,122,199,4.22624
91.6484,359.04,190,190,128,3.45078
753.53,582.613,191,160,170,3.91271
604.403,287.546,129,185,191,3.27664
41.1349,423.52,149,212,241,3.59107
20.9757,109.273,207,145,173,4.58541
337.627,238.985,177,129,162,3.28862
152.732,158.084,182,206,188,4.21237
104.304,108.87,119,190,150,4.06957
688.019,153.531,206,220,162,4.97964
154.565,247.86,199,179,114,4.89697
179.983,589.912,240,209,245,3.32334
50.3508,581.223,181,230,235,3.15232
372.95,302.104,211,160,123,3.0824
436.102,381.495,255,184,136,4.11424
545.057,490.106,199,161,255,4.34036
391.749,347.119,174,164,113,3.09133
543.373,77.3737,222,175,167,4.40628
559.673,519.72,185,171,180,3.04495
678.127,443.035,245,107,158,3.51798
397.359,462.681,174,252,130,3.6486
416.768,543.828,209,120,167,4.04546
59.411,589.037,137,158,130,4.23771
538.286,584.001,117,223,181,3.92113
355.925,210.673,100,122,101,3.12405
663.489,403.664,150,250,146,4.77031
213.568,411.962,159,137,180,3.50756
423.112,355.624,138,100,101,3.50212
308.833,123.026,172,176,105,3.98297
460.82,316.175,182,228,153,4.85204
543.352,320.699,212,177,213,4.13592
489.12,124.515,150,228,222,4.87465
221.889,169.446,104,187,253,3.30455
330.948,113.271,176,122,156,4.5882
464.622,323.026,140,149,172,4.89119
65.8103,466.982,240,190,195,4.93396
408.008,265.987,246,123,185,3.6173
685.792,585.029,250,215,162,3.94685
611.283,22.2454,179,117,147,3.87544
19.3951,406.726,250,134,123,3.70019
523.781,457.984,225,243,183,3.1042
437.097,19.8477,105,140,139,3.62064
288.323,541.882,250,165,239,3.4113
