x,y,r,g,b,radius
267.18,576.646,182,191,182,3.78852
182.735,580.494,108,222,101,3.25075
288.362,585.313,229,172,110,4.59973
703.987,550.21,156,145,159,4.03931
676.367,584.544,145,129,249,4.81708
163.52,591.738,245,237,208,3.27241
110.425,568.809,206,172,197,3.03821
668.836,524.253,115,161,214,4.41915
123.794,551.989,178,228,240,3.1684
788.823,539.764,129,239,252,3.83858
716.43,564.98,196,159,203,3.86653
336.891,568.238,103,111,160,3.73284
169.598,543.691,223,164,153,3.90381
598.902,561.04,136,200,209,4.34834
721.906,560.549,115,118,175,3.30617
744.727,584.901,225,181,188,4.45296
112.662,576.325,246,146,255,4.2677
671.439,546.507,177,184,253,4.80804
316.867,550.694,217,218,164,3.41095
313.129,523.281,137,253,182,3.73998
237.24,585.452,248,207,252,3.70593
191.471,526.074,241,130,134,3.07178
207.349,536.698,170,177,126,4.10671
784.833,575.651,235,201,244,3.91438
378.69,518.615,109,105,128,3.16368
183.193,586.509,178,162,252,3.03751
497.752,531.914,137,235,116,3.39265
603.108,529.274,161,162,155,3.64256
130.981,555.862,136,220,238,4.96777
716.2,590.312,203,153,255,4.70452
494.866,591.673,136,244,133,3.38503
751.776,579.312,165,219,235,4.57469
225.176,591.068,235,243,192,3.99878
431.993,550.69,157,145,121,4.39175
519.726,562.492,186,223,121,4.8267
104.843,581.011,191,235,129,4.92874
619.756,568.955,211,156,167,4.87991
569.814,564.161,161,151,200,3.5426
345.177,582.037,152,174,190,4.887
502.617,590.515,120,251,133,4.51135
66.9673,532.056,206,242,203,3.54788
590.992,564.348,153,250,171,4.23315
342.135,543.273,163,156,232,4.2393
118.277,556.195,226,202,228,3.85252
195.695,547.015,181,135,176,4.41265
315.087,558.45,112,109,205,4.58736
140.073,591.679,179,189,129,3.37284
72.4319,526.587,113,227,147,4.27983
90.6058,563.379,229,112,171,4.21046
761.608,548.062,198,174,158,3.85392
689.916,584.976,175,189,174,3.41838
662.624,507.442,105,183,187,4.82969
401.11,591.071,117,225,222,3.97382
121.353,541.243,229,139,146,4.43775
759.959,562.919,184,140,242,3.43398
636.715,566.964,127,206,243,3.08756
704.238,540.24,194,188,243,3.90568
352.286,540.501,236,182,222,4.7598
403.1,516.77,232,209,156,4.64841
236.491,553.335,113,152,103,3.71319
280.352,570.383,137,211,179,3.0449
630.544,536.908,109,130,168,4.09166
31.2478,565.236,215,180,217,4.94098
783.305,531.849,102,254,184,3.04545
202.691,551.674,104,223,109,4.13753
467.777,516.644,164,150,186,4.57965
570.27,577.108,107,101,249,4.18614
763.15,525.429,152,161,148,3.48075
106.792,545.426,254,243,117,4.49784
378.423,562.567,172,207,196,3.74165
362.753,563.638,142,178,245,4.84798
436.673,573.424,211,112,154,3.81865
29.4915,582.034,168,160,199,4.3993
80.8343,525.124,131,137,169,4.30161
80.2507,537.903,169,216,113,3.17494
275.254,566.405,248,196,164,3.65548
540.385,587.364,144,199,255,3.76
560.725,569.041,157,230,193,4.71068
244.192,556.107,206,182,128,4.42813
543.164,570.701,167,181,224,4.34428
403.284,544.124,168,209,154,4.19683
37.739,575.569,164,144,150,4.53317
88.9953,591.417,163,138,160,3.61821
28.6264,556.922,125,188,185,3.83894
123.909,562.252,240,187,117,4.589
294.88,590.883,211,216,164,4.17991
419.267,530.41,101,100,152,3.99048
319.712,525.156,223,120,103,3.06431
420.358,577.529,165,170,169,4.46909
140.507,554.096,182,138,117,3.27372
249.022,549.539,140,143,114,3.42415
563.808,515.641,118,228,196,4.71342
56.9055,559.452,138,156,199,4.83329
351.314,575.391,150,243,202,4.3602
251.604,585.447,175,171,162,3.4671
241.89,548.262,136,117,142,3.8517
67.5146,519.844,178,123,227,4.08491
321.404,570.773,253,171,243,3.78091
729.285,573.047,225,164,200,3.48538
517.639,529.189,243,201,170,4.97057
584.041,552.581,106,160,188,3.06066
543.687,523.469,197,113,222,3.33232
98.4465,559.424,238,177,119,4.5571
403.558,528.858,135,138,106,4.27703
168.901,563.747,200,116,105,4.80403
74.6099,565.576,127,108,110,4.38003
347.213,590.751,126,117,153,4.28345
92.4062,585.979,248,170,134,3.25538
701.629,529.005,115,185,243,4.53351
580.42,530.641,245,156,240,4.47507
780.963,538.605,148,100,129,4.16594
791.801,546.025,195,228,200,3.21514
289.176,531.438,243,227,138,3.90669
39.1368,543.669,133,127,145,3.75707
308.492,570.572,201,134,151,3.22269
61.3294,537.349,105,206,223,4.29375
292.813,554.577,139,158,153,4.17146
646.926,539.014,175,189,139,4.66274
76.7104,577.427,172,126,207,4.25008
40.9285,550.693,219,181,116,3.06177
441.744,521.779,192,143,221,4.12841
665.377,591.341,240,107,153,3.68374
8.33057,563.038,226,158,166,3.38115
652.015,512.927,185,194,125,3.87628
110.811,586.915,242,163,100,3.6357
71.9098,550.214,165,118,104,4.91195
38.0438,584.825,245,160,252,4.78069
345.531,521.763,210,166,114,4.82631
719.477,545.953,251,118,251,3.97316
258.829,590.037,144,170,248,4.99564
749.365,519.977,203,237,243,3.27036
166.195,554.881,139,243,107,4.53331
220.565,556.775,181,189,252,4.03746
657.735,543.56,105,246,121,3.11731
225.064,578.947,228,206,109,3.25648
331.896,585.473,101,110,211,3.67084
69.967,583.199,129,162,140,4.72143
200.757,591.102,241,158,139,3.92298
458.057,555.622,153,177,106,3.07432
94.6993,533.671,145,170,178,3.59358
17.8381,519.931,182,210,174,4.69215
382.234,532.555,224,191,135,3.68679
550.877,523.535,107,215,148,3.93671
375.603,528.611,108,129,219,4.06949
651.485,545.82,213,200,166,3.62817
169.89,581.082,173,210,244,4.82974
510.697,591.458,209,101,250,3.5677
508.246,574.794,169,139,165,3.90851
416.68,523.618,231,222,238,3.30065
148.539,581.391,231,152,221,4.4111
378.278,539.576,125,231,241,4.40233
106.15,573.034,170,162,152,3.23515
276.333,545.286,127,106,112,3.03848
252.075,537.901,116,144,149,4.35078
269.061,537.462,251,215,117,4.23024
276.459,558.256,244,205,234,4.59616
359.11,577.441,207,130,184,3.95299
113.543,540.47,191,236,147,3.43817
497.418,564.163,175,139,203,3.50367
700.978,563.767,144,102,133,3.41826
570.355,590.878,180,100,236,4.23588
730.772,538.263,216,227,134,3.08757
536.804,547.196,113,242,229,3.75274
231.912,538.79,124,109,222,4.28843
791.883,524.918,153,187,122,3.12435
455.334,562.821,210,151,208,4.68841
522.609,545.13,204,173,157,4.83669
775.49,582.957,233,120,199,3.47242
203.967,543.858,178,219,187,3.84682
345.142,536.162,177,171,170,3.52674
491.969,518.987,143,239,236,3.67741
296.666,546.128,251,185,248,4.48811
504.579,517.534,190,199,100,3.02982
548.059,510.945,137,165,186,3.31317
169.552,526.617,120,215,112,3.02133
491.986,535.859,106,153,231,3.70835
581.835,585.311,196,181,217,4.06679
664.589,540.21,164,176,105,4.59063
14.0721,535.601,160,162,190,3.20206
500.318,578.013,227,101,122,4.83479
498.189,514.562,203,116,232,4.03238
408.111,550.892,225,167,165,3.94229
566.35,522.969,227,237,187,3.10445
635.187,573.407,149,117,203,3.71991
455.362,570.443,201,137,173,3.06409
749.354,549.476,150,149,203,4.30278
188.101,566.731,117,206,147,4.41432
116.566,582.979,104,117,146,3.64308
633.68,560.451,140,255,182,4.39487
660.43,522.231,232,203,126,4.29194
80.7078,571.02,207,138,198,3.34736
442.833,556.523,250,145,155,3.06885
82.6661,564.085,197,213,221,3.91951
767.276,561.747,151,126,104,4.11394
341.756,574.041,131,207,173,3.9606
132.355,533.676,213,196,180,3.28645
46.8654,556.363,160,255,237,4.8459
132.791,564.526,181,142,104,3.94867
549.427,584.886,254,182,106,4.38986
217.511,564.312,171,216,120,4.2106
227.877,572.505,254,210,176,3.64048
394.113,545.642,252,106,183,4.78384
183.016,534.729,156,255,152,3.5141
314.173,584.261,155,190,255,3.23911
721.289,575.124,119,181,204,4.88063
502.915,559.289,177,121,203,4.29002
407.869,522.869,127,205,119,3.12096
426.787,544.121,213,146,196,4.01881
183.037,573.4,226,243,103,4.0534
545.981,591.576,220,249,147,3.48964
620.603,590.788,186,152,151,4.23851
528.754,573.683,251,116,255,3.39944
83.9777,576.816,173,181,233,3.37473
514.136,569.589,207,188,143,4.2943
117.126,534.775,106,221,220,3.33416
385.91,576.08,241,101,137,3.9123
667.306,562.982,157,252,232,4.98927
196.937,567.359,247,171,156,4.28676
436.591,543.503,218,161,166,4.19564
370.399,584.158,113,107,120,4.57262
462.325,568.545,147,251,207,4.19576
764.902,576.198,119,197,142,3.76111
463.907,537.618,194,209,128,3.89851
98.9572,544.737,120,116,237,3.43114
724.216,567.105,145,169,128,3.96197
557.86,508.989,245,122,199,4.22624
97.1348,567.187,190,190,128,3.45078
757.106,591.118,191,160,170,3.91271
587.413,547.648,129,185,191,3.27664
45.1622,572.713,149,212,241,3.59107
30.2799,531.996,207,145,173,4.58541
322.438,554.383,177,129,162,3.28862
143.558,546.711,182,206,188,4.21237
107.425,536.399,119,190,150,4.06957
695.929,536.544,206,220,162,4.97964
148.644,554.113,199,179,114,4.89697
186.475,591.696,240,209,245,3.32334
35.2662,591.908,181,230,235,3.15232
370.051,559.305,211,160,123,3.0824
431.422,567.574,255,184,136,4.11424
532.943,583.431,199,161,255,4.34036
384.062,565.578,174,164,113,3.09133
542.179,515.927,222,175,167,4.40628
552.367,591.964,185,171,180,3.04495
678.244,576.289,245,107,158,3.51798
410.5,576.967,174,252,130,3.6486
414.515,583.417,209,120,167,4.04546
65.4934,590.824,137,158,130,4.23771
534.073,591.161,117,223,181,3.92113
348.219,547.056,100,122,101,3.12405
659.474,557.516,150,250,146,4.77031
209.308,576.482,159,137,180,3.50756
425.788,562.736,138,100,101,3.50212
309.351,535.233,172,176,105,3.98297
450.302,554.732,182,228,153,4.85204
551.908,550.81,212,177,213,4.13592
490.883,527.411,150,228,222,4.87465
227.768,545.063,104,187,253,3.30455
328.497,536.047,176,122,156,4.5882
464.55,559.894,140,149,172,4.89119
58.176,568.962,240,190,195,4.93396
400.405,551.175,246,123,185,3.6173
692.718,591.132,250,215,162,3.94685
612.835,520.261,179,117,147,3.87544
22.7125,570.089,250,134,123,3.70019
516.338,585.228,225,243,183,3.1042
442.285,529.805,105,140,139,3.62064
284.208,591.666,250,165,239,3.4113
